nombre,direccion,codigo postal,pais,telefono,actividades
PRINT TOP E.I.R.L,Av. La Molina Nor.2840 Tienda 103 C.C. Los Molinos,15001 Lima,Peru,+51 1 3681385,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CORPORACION NOMADIK SOCIEDAD ANONIMA CERRADA - CORP. NOMADIK S.A.C,Jr.Sebastian Barranca Nor.1556 A Una Cdra. A La Derecha Parque Canepa,15001 Lima,Peru,+51 1 3236660,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
CORPORACION RAMOSA E.I.R.L,Cl. Las Fraguas Nor. Entre Av.Naranjal Y Av.Gerardo Unger,15001 Lima,Peru,+51 1 4857077,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MASIL TRADING S.A.C,Jr.Leticia Nor.673,15001 Lima,Peru,+51 1 4729578,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SEASON FASHION E.I.R.L. EN LIQUIDACION,Av. Las Palmeras Nor.3818 A 1/2 Cdra. De La Municipalidad,15001 Lima,Peru,+51 1 4867196,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
CAMEL PRE PRENSA DIGITAL SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,Av.Bolivia Nro 701,15001 Lima,Peru,+51 1 3304373,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
BELENATEX S.A.C,Av. Canada Nor.1505 Otro 1503 Cruce Con Guardia Civil 1 Cdra.,15001 Lima,Peru,+51 1 4366096,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
PERU 8000 SOCIEDAD ANONIMA CERRADA - PERU 8000 S.A.C,Jr.Leticia Nor.673 C.C Polvos Blancos,15001 Lima,Peru,+51 1 4270853,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
VEKA INTERNATIONAL DESIGN S.A.C.,Jr.Libertad Nro 101 Dpto. 102,15001 Lima,Peru,+51 1 2730300,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
TEXTIL KIKE E.I.R.L,Jr.Antonio Bazo Nor.1020 Entre Cdras. 9 Y 10 De Jiron Gamarra,15001 Lima,Peru,+51 1 3243523,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
JAFE S A,Av.Francisco Bolognesi Nro 217 Urb. Los Ficus Centro Bancario Santa Anita,15001 Lima,Peru,+51 1 3627788,"Tejidos de fibras químicas/Tejidos, fibras sintéticas o artificiales/"
PIUSANT PERU S.C.R.L,Jr.Kilke Nor.1787 Espalda Mercado De Mangomarca,15001 Lima,Peru,+51 1 3795182,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
LORAFER E.I.R.L,Av. Santa Cruz Nor.950 Avda. Angamos Y Comandante Espinar,15001 Lima,Peru,+51 1 4352900,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
FRANGRAF E.I.R.L,Jr.Teodoro Cardenas Nor.608 Entre Las Cdras. 12 Y 13 Av.Petit Thouars,15001 Lima,Peru,+51 1 4586036,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SPORT DELLI ALPI S.R.L,Cl. Prl Andahuaylas Nor.755 Frente A Serenazgo De La Victoria,15001 Lima,Peru,+51 1 4310438,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPORT Y EXPORT CALUDI E.I.R.L,Jr.Montevideo Nor.883 C.Comercial Movicentro- Zotano,15001 Lima,Peru,+51 1 4260092,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
NAMICORP S.A.C,Av. 27 De Diciembre Nor. Fte A Senati,15001 Lima,Peru,+51 1 2952858,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INVERSIONES MACAMI SOCIEDAD ANONIMA CERRADA - INVERSIONES MACAMI S.A.C,Av. Paseo De La Republica Nor.475 Bldg. A; Blk. 8,15001 Lima,Peru,+51 1 3305411,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
FREDYTEX HNOS S.A.C,Av. Aviacion Nor.342 Galeria Mega Aviacion,15001 Lima,Peru,+51 1 4745153,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MODA FACTORY E.I.R.L,Cl. I.Cossio Nor.1858 Alt.Cdra. 12 Av.Aviacion,15001 Lima,Peru,+51 1 7192559,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IMPORTACIONES ANDY S.R.L,Pj.Vaccari Nor.124 Alt. Iglesia Maria Claret,15001 Lima,Peru,+51 1 3253146,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
KNITTING PERU S.A.C.,Cl. Jacinto Mza. F Lote. 8,15121 Los Olivos,Peru,+51 1 4356147,Cintas textiles y lazos/Cintas y lazos/
EDITORA-GRAFICA SALVATIERRA S.R.L.,Av.Alfonso Ugarte Nro 1310 Int. 201 Lima,15001 Lima,Peru,+51 996114438,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
REGGIE EXPORT S.A.C.,Av.Gral Vivanco Nro 723 A 1 Cdra. Municipalidad De Pueblo Libre,15001 Pueblo Libre,Peru,+51 1 2614283,Cintas textiles y lazos/Cintas y lazos/
EDITORIAL FRANCO E.I.R.L.,Av.Lorenzo Encalada Nro 222 Int. A Urb. Ciudad Y Campo Alt.Cdra. 6 De Alcazarfte.Parqu.El Avion,15001 Lima,Peru,+51 1 3818883,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDUSTRIA GRAFICA SAN ESTEBAN S.A.C,Cl. 7 De Junio Nor. Valle Sharon,15001 Lima,Peru,+51 1 2761077,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
GRAFICA ADRIANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Jr.Caylloma Nor.275 Cruce Ica Y Caylloma,15001 Lima,Peru,+51 1 3327749,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CONDORI HNOS. SRL,Jr.Ucayali Nro 153 Alt. Cruce Pj. Olaya Y Ucayali,15001 Lima,Peru,+51 1 4265222,Cintas textiles y lazos/Cintas y lazos/
EL MUNDO DE LOS EDREDONES S.R.L,Jr.Prolongacion Gamarra Nor.657 Galeria Sol De Fatima,15001 Lima,Peru,+51 1 3248735,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
TEXTIL ALEJANDRO & CIRILA E.I.R.L,Prolongacion Gamarra Nor.675,15001 Lima,Peru,+51 1 5820235,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ADRICA E.I.R.L,Cl. Saco Oliveros Nor.293 Alt. Cdra.3 De Av. Arequipa,15001 Lima,Peru,+51 1 3305270,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
XP ACABADOS GRAFICOS S.A.C,Cl. Juan Chavez Tueros Nor.1334 Alt. Cdr. 15 De Av. Tingo Maria,15001 Lima,Peru,+51 1 3376637,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MWR CREATIVA E.I.R.L,Jr.San Tadeo Nor.157 Alt. Cdra.5 De La Av. La Merced,15001 Lima,Peru,+51 1 4443441,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
ALPACA TRADING COMPANY SAC,Cl. Caminos Del Inca Nro 343,15086 San Miguel,Peru,+51 1 2638048,Cintas textiles y lazos/Cintas y lazos/
KAM JAM & VER E.I.R.L,Cl. Los Vinedos Nor.J-5 Cdra.1 De La Urb. Monterrico Norte,15001 Lima,Peru,+51 1 2212950,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MAURITEX S.A.C,Av. Nicolas Arriola Nor.251,15001 Lima,Peru,+51 1 2650910,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
PERICA & HOMEGA CHEMICAL SRL,Av.Huarochiri Nro 424,15121 Ate,Peru,+51 1 3402546,Encajes hechos a máquina: (Productor) Encajes de punto hechos a máquina
ALTISA SAC,Av.Aviacion Nro 1001 Cruce Con La Av.Mexico,15001 Lima,Peru,+51 1 3540835,Hilos y torcidos de fibras químicas/Hilos y torcidos de seda/Hilos y torcidos de lana y pelo/Hilos y torcidos de algodón/Hilos y torcidos de fibras de lino/Tejidos de fibras químicas/Tejidos de lino/
PERU ETNICO S.A.C,Cl. Los Halcones Nor.,15001 Lima,Peru,+51 1 3710449,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
GRUPO TEXTILES DE ORO S.A.C,Cl. M.Gonzales De La Rosa Nor.228 Alt.Cdra.29 Y 30 Av.Salaverry,15001 Lima,Peru,+51 1 2645538,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
DEL SOLART SERV.S GRAFICOS S.A.,Cl. Rep.De Chile Nro 501,15001 Lima,Peru,+51 1 4310600,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
COMERCIALIZADORA E IMPORTADORA AKO S.R.L,Av. El Polo Nor.740 Blk. A - Frente Embajada Ee.Uu.,15001 Lima,Peru,+51 1 4356051,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
DISTRIBUIDORA TEXTICON S.A.C,Jr.Antonio Bazo Nor.420 Entre En Av. Huanuco Y Av. 28 De Julio,15001 Lima,Peru,+51 1 3233506,"Tejidos de lino/Tejidos de lino, según uso/Tejidos de cáñamo y yute: (Productor) Tejidos de cáñamo(Productor) Tejidos de yuteTejidos de fibras vegetales no especificados en otra parte: (Productor) Tejidos de ramio"
G & T IMPORTACIONES E.I.R.L,Jr.Ayacucho Nor.942 Entre Jr.Leticia Y Ayacucho,15001 Lima,Peru,+51 1 7824240,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ERBA GRAFICA S.A.C,Cl. Raul Porras Barrenechea Nor.1950 Alt. Cdra. 13 De Tingo Maria,15001 Lima,Peru,+51 1 4258865,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ACCSERV EIRL,Jr.Jose Manuel Iturregui Nro 906,15001 Lima,Peru,+51 1 4465604,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
MULTIROLLOS SOCIEDAD ANONIMA CERRADA - MULTIROLL S.A.C,Av. Republica De Portugal Nor.692 Alt.Cdra.8 Av.Arica Frente A Edit.Bruno,15001 Lima,Peru,+51 1 3263788,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
EDITORA & COMERCILZ. CARTOLAN E.I.R.L,Pj.Atlantida Nor.113,15001 Lima,Peru,+51 1 4634767,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
ANGLO AMERICAN TRADING COMPANY S.A.,Jr.Manuel Angosto 744,15001 Lima,Peru,+51 1 3366853,Telas NES para uso industrial: (Productor) Tejidos industriales para lavandería y tintorería
FLEXOMEL SOCIEDAD ANONIMA CERRADA - FLEXOMEL S.A.C,Av. Separadora Industrial Nor.979 Espalda Parque De Los Anillos,15001 Lima,Peru,+51 1 3894726,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDUSTRIAS JAHNOS SAC-JAHNOS,Jr.El Estano Nor. Paname Y Universitaria-Jr Estano5762,15001 Lima,Peru,+51 1 5286167,Estampado de tejidos e hilos: (Productor) Servicios de estampado al cuadro de tejidos
H.G. IMPRENTA SERIGRAFICA S.A,Cl. Los Diamantes Nor.,15001 Lima,Peru,+51 1 5225330,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTIL ALGODON FINO S.A.C. - TEXAF,Mza. E-9 Lote. 22 Asoc.Viv.Sapotal Ii Etapa Espalda Mcdo.Productores-1Er Piso,15001 Santa Anita,Peru,+51 994266090,Tejidos revestidos y encerados: (Productor) Servicios de encogimiento de tejidos
COERR SOCIEDAD ANONIMA CERRADA - COERR S.A.C,Cl. Guadalupe Huare Nor.435 Alt. Pileta,15001 Lima,Peru,+51 1 6611432,Estampado de tejidos e hilos: (Productor) Servicios de estampado de tejidos de fibras químicasTejidos revestidos y encerados: (Productor) Servicios de gofrado y calandrado de tejidos
INTERJEANS S.A,Jr.Las Estrellas Nor.2549 Piso 2B Alt. Paradero 20 De Proceres,15001 Lima,Peru,+51 1 722326,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
FULL TEJIDOS S.A.C,Av. Prolong. Mariscal Nieto Nor.242,15001 Lima,Peru,+51 1 3267108,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para trajes
MODAS GREISY'S E.I.R.L,Jr.La Cantuta Nor.610 Alt. Pte. Primavera - Evitamiento,15001 Lima,Peru,+51 1 3245544,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IPALTEX E.I.R.L,Jr.Evaristo San Cristobal Nor.1586 Entre Gamarra Y Evaristo San Cristobal,15001 Lima,Peru,+51 1 3237642,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
BELARIAN S.A.C,Av. Javier Prado Este Nor.4200,15001 Lima,Peru,+51 1 2221855,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IND.CALZADOS VERCO Y ART.DEPORT. S.R.L,Cl. Los Pacaes Nor.R Av.Wiese Paradero 9 (Pasando Sedapal),15001 Lima,Peru,+51 1 3886262,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INTERNACIONAL PERUVIAN PACIFICO SOCIEDAD ANONIMA CERRADA -IPPAC S.A.C,Jr.Montevideo Nor.779 Entre Andahualas Y Ayacucho,15001 Lima,Peru,+51 1 3625421,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
INFOPRINT S.R.L,Av. Amazonas Nor. A 1Cdra. Mercado Girasol,15001 Lima,Peru,+51 1 5707104,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
HARRYTEX S.A.C,Cl. Las Brisas Nor.196 Alt. Parque Central Fr. Cia. De Bomberos,15001 Lima,Peru,+51 1 3628712,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
CORPORACION ORANGE PERU SOCIEDAD ANONIMA CERRADA - ORANGE PERU S.A.C,Jr.Manco Segundo Nor.2304 Alt. Del Parque De Los Bomberos,15001 Lima,Peru,+51 1 1265703,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
N.CH.S. INVERSIONES E.I.R.L,Cl. Alejandro Villanueva Nor.157,15001 Lima,Peru,+51 1 3302928,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
XTS - PERU S.A,Jr.Lampa Nor.1052 Cercado De Lima,15001 Lima,Peru,+51 1 4210350,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ALMACENES LA B52 E.I.R.L,Av. Grau Nor.423 Entre Abancay Y Ayacucho,15001 Lima,Peru,+51 1 4285764,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
SPORTRADE S.A.C,Cl. Monte Rosa Nor.168 Por El Wong De Chacarilla,15001 Lima,Peru,+51 1 2540010,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
LOOCH PERU S.A.C,Cl. Lopez De Ayala Nor.1784 Cruce San Luis Con San Borja Norte,15001 Lima,Peru,+51 1 2264111,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
IGAPZA EIRL,Jr.Chavin Nro 46 Alt.Cdra.9 Av.Alf.Ugarte Lima,15001 Lima,Peru,+51 1 3311218,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
TEXTRICOT S.A.C,Cl. Chamaya Nor.145 Cruce Av. Univer. Y La Marina,15001 Lima,Peru,+51 1 4447394,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
ANGRAF S.R.L,Jr.Julio C. Tello Nor.1244 Altura Parque De Los Bomberos,15001 Lima,Peru,+51 1 3300539,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
IMPRENSA S.R.L,Av. Jorge Chavez Nor.Cd18 Entrada Base Las Palmas,15001 Lima,Peru,+51 1 2714403,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
CONFECCIONES SAN PATRICIO E.I.R.L,Av. El Carmen Nor.258,15001 Lima,Peru,+51 1 2780893,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
VANITY CORPORATION E.I.R.L,Jr.Antonio Bazo Nor.765 Centro Comercial Rey De Gamarra,15001 Lima,Peru,+51 1 3233197,Materiales de corte: (Productor) Cordoncillos textiles para prendas de vestirPiezas y accesorios para el calzado: (Productor) Lazos para calzado
A C PRINT E.I.R.L,Jr.Philipp Von Leonard Nor.102 Entre Cdra. 5 Y 6 De Av Del Parque Sur,15001 Lima,Peru,+51 1 2245227,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
INDUSTRIA GRAFICA SANOJE SOCIEDAD ANONIMA CERRADA - IG SANOJE S.A.C,Jr.Dante Nor.1246 Nro Consigna Referencias,15001 Lima,Peru,+51 1 4462840,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón estampados para confección y lencería de casa
SUR TEXTIL E.I.R.L,Jr.Huanuco Nor.2446,15001 Lima,Peru,+51 1 3243912,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
EMPORIUM TEXTIL E.I.R.L,Jr.Unanue Nor.1536 Na°1536-A Frente Parque Canepa,15001 Lima,Peru,+51 1 4745111,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
MANUFACTURAS Y REPRESENTACIONES ANDINAS S.A.C - MRA S.A.C,Av. De La Marina Nor.949 Entre Sucre Y Bartolome Herrera,15001 Lima,Peru,+51 1 4612476,Tejidos de algodón para confección y lencería de casa: (Productor) Tejidos de algodón para vestidos
